Call order,Test lane,Primary offer,Business,Category,City,State,Phone,Email,Rating,Reviews,Primary score,Website score,Review score,AI fit score,Confidence,Observable reason,Selection note,Website status,Website,Google Maps,Verify before call,Data freshness,Source(s),Contact name,Contact title,Employee estimate,Revenue estimate,Status,Notes
,,Reviews,Desert Oasis Painting,Painting,,AZ,'+1 623-208-8793,,5,16,74,37,74,16,Low,16 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.desertoasispainting.net/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,NB Garage Door Repair Avondale,Garage door service,Avondale,AZ,(623) 920-4829,,5,16,74,26,74,26,Low,16 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Basic website checks pass,https://nbgaragedoorrepair.com/avondale/,https://maps.google.com/?cid=7728796537256177740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,Red Crest Garage Doors,Garage door service,Scottsdale,AZ,(602) 898-8558,,5,16,74,60,74,26,Low,16 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Conversion fix candidate · usability flags,https://redcrestgaragedoors.com/,https://maps.google.com/?cid=726424328077112811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 probe recorded usability flags; inspect manually before defining scope.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,Toro’s Renovation,Painter,Tonopah,AZ,'+1 623-218-3611,,5,16,74,37,74,16,Low,16 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,http://torospaint.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Western Sky Mechanical,HVAC contractor,El Mirage,AZ,'+1 602-767-5341,,5,16,74,37,74,26,Low,16 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.westernskymechanical.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Best Garage Door & Gate Company LLC,Garage door service,Tempe,AZ,(602) 641-6368,,5,15,74,60,74,26,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Conversion fix candidate · usability flags,https://bestgarageaz.com/,https://maps.google.com/?cid=4947449220325895335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Jul 8 probe recorded usability flags; inspect manually before defining scope.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,Colson Mechanical Heat and Air,HVAC contractor,,AZ,'+1 602-999-7960,,5,15,74,37,74,26,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.colsonmechanical.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Electrical Dynamics Phoenix,Electrician,Peoria,AZ,'+1 520-337-8031,,5,15,74,61,74,12,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Omart Painting Services | Painter,Painter,,AZ,'+1 480-208-2590,,5,15,74,61,74,12,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Professional AC Repair Peoria,HVAC contractor,Peoria,AZ,'+1 520-842-5107,,5,15,74,37,74,26,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://professionalairconditioningrepairpeoria.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Reni Rooter,Plumber,,AZ,'+1 331-240-5000,,5,15,74,37,74,26,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,http://www.renirooter.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Solution Roofing LLC,Roofing contractor,,AZ,'+1 719-646-7457,,5,15,74,61,74,22,Low,15 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Affordable Avondale AC Repair,HVAC contractor,Avondale,AZ,'+1 520-842-5099,,5,14,74,37,74,26,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://affordableavondaleacrepair.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Bratcher Custom Painting,Painting,Glendale,AZ,'+1 602-403-8591,,5,14,74,37,74,16,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,http://www.bratchercustompainting.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Casado Roofing LLC,Roofing contractor,Buckeye,AZ,'+1 480-343-3802,,5,14,74,61,74,22,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Double E Roofing LLC,Roofing contractor,,AZ,'+1 623-210-6270,,5,14,74,37,74,26,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://doubleeroofingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Goodyear Roofing Company,Roofing contractor,,AZ,'+1 623-300-1033,,5,14,74,37,74,26,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,http://www.goodyearroofingcompany.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,"M & B Painting - Painter Surprise, AZ",Painter,,AZ,'+1 623-289-3366,,5,14,74,37,74,16,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.mbpainting.net/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Madrid Plumbing LLC,Plumber,,AZ,'+1 928-542-1472,,5,14,74,37,74,26,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,http://madridplumbingllc.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,RJM Plumbing,Plumber,,AZ,'+1 480-252-6963,,5,14,74,61,74,22,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,SunPeak AC Repair Buckeye,HVAC contractor,Buckeye,AZ,'+1 623-278-6559,,5,14,74,37,74,26,Low,14 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://sunpeakairbuckeye.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Best Plumbing Goodyear AZ,Plumber,Goodyear,AZ,'+1 602-898-0986,,5,13,74,37,74,26,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://newwavepipeco.site/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Copper City Plumbing,Plumber,,AZ,'+1 602-643-6887,,5,13,74,37,74,26,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.coppercityplumbingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Diamond Blue Pool Service,Pool service,Queen Creek,AZ,(480) 283-5136,,5,13,74,26,74,26,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Basic website checks pass,https://www.diamondbluepools.com/,https://maps.google.com/?cid=6878107702442798732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,Goodyear Roofing Repair & Replacement,Roofing contractor,,AZ,'+1 623-303-1909,,5,13,74,37,74,26,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.roofing-goodyear.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Phoenix Electricians Today,Electrician,Phoenix,AZ,'+1 602-296-1109,,5,13,74,37,74,16,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.phoenixelectricianstoday.com/electrician-peoria/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Reynolds Electric,Electrician,Phoenix,AZ,'+1 623-780-2008,,5,13,74,61,74,12,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Vela Electric LLC,Electrician,,AZ,'+1 480-340-4997,,5,13,74,61,74,12,Low,13 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Always On Electric LLC,Electrician,,AZ,'+1 623-692-5331,,5,12,74,61,74,12,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,AZBlue Cooling & Heating,HVAC contractor,Avondale,AZ,'+1 623-414-0721,,5,12,74,37,74,26,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://azbluech.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Bobcat Electric Inc,Electrical installation service,Sun City West,AZ,'+1 253-377-2937,,5,12,74,61,74,12,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Gold Cactus Pool Services,Pool service,Scottsdale,AZ,(623) 250-0234,,5,12,74,26,74,26,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Basic website checks pass,https://www.goldcactuspools.com/,https://maps.google.com/?cid=8644720643242928343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,Holy Hands Painters LLC,Painting,Glendale,AZ,'+1 833-545-3447,,5,12,74,37,74,16,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://holyhandspainters.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Honest HVAC Installation & Repair -Way Cool,HVAC contractor,Peoria,AZ,'+1 623-294-3641,,5,12,74,37,74,26,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://honesthvaccompany.com/phoenix-ac-installation-repair,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,J&J Desert Painting & Coatings,Painting,,AZ,'+1 602-502-1974,,5,12,74,37,74,16,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://jjpaintingarizona.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Kellum Roofing LLC,Roofing contractor,,AZ,'+1 480-258-0925,,5,12,74,37,74,26,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,https://www.kellumroofing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Luxe Roofing LLC,Roofing contractor,Peoria,AZ,'+1 602-580-4181,,5,12,74,37,74,26,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Website listed · not live-audited,http://luxeroofingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Ninja Garage Door Repairs,Garage door service,Queen Creek,AZ,(602) 844-8054,,5,12,74,26,74,26,Low,12 reviews and a 5.0 rating create a plausible review-process opportunity; local peer context still needs confirmation.,,Basic website checks pass,http://garagedoorrepairqueencreek.pro/,https://maps.google.com/?cid=3145257721964263707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
